TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherName,TeacherAge,TeacherGender,Expertise,YearsOfExperience,TeacherRating,UserName,UserAge,UserGender,Email
TT00011,U00013,CR00060,2025-11-26,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com
TT00012,U00013,CR00030,2025-01-20,0.0,Bank Transfer,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com
TT00013,U00013,CR00056,2025-08-28,212.39,Bank Transfer,TC00042,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com
TT00014,U00015,CR00045,2025-04-27,0.0,PayPal,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com
TT00015,U00015,CR00046,2025-02-19,248.1,Bank Transfer,TC00040,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com
TT00016,U00015,CR00040,2025-12-22,327.99,Credit Card,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com
TT00017,U00015,CR00019,2025-07-14,0.0,Bank Transfer,TC00042,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Yolanda Levine,49,Female,Machine Learning,21,4.97,tbaker,27,Female,kelly33@yahoo.com
TT00018,U00018,CR00046,2025-05-22,248.1,Credit Card,TC00040,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com
TT00019,U00018,CR00047,2025-04-21,89.59,PayPal,TC00040,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com
TT00020,U00018,CR00045,2025-01-12,0.0,Credit Card,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com
TT00021,U00018,CR00001,2025-03-24,472.28,PayPal,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,nicole97,24,Female,aprilharrell@hotmail.com
TT00022,U00018,CR00029,2025-01-20,0.0,Credit Card,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,nicole97,24,Female,aprilharrell@hotmail.com
TT00023,U00028,CR00040,2025-05-06,327.99,Bank Transfer,TC00042,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Yolanda Levine,49,Female,Machine Learning,21,4.97,zgomez,30,Female,rwhitaker@outlook.com
TT00024,U00028,CR00010,2025-08-12,0.0,Bank Transfer,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,zgomez,30,Female,rwhitaker@outlook.com
TT00025,U00028,CR00056,2025-03-04,212.39,Credit Card,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com
TT00026,U00028,CR00021,2025-04-17,0.0,Credit Card,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com
TT00027,U00028,CR00031,2025-04-20,0.0,Bank Transfer,TC00040,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com
TT00028,U00045,CR00043,2025-05-06,0.0,Credit Card,TC00040,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com
TT00029,U00045,CR00036,2025-04-28,0.0,PayPal,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com
TT00030,U00045,CR00045,2025-07-10,0.0,Bank Transfer,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com
TT00031,U00045,CR00035,2025-07-27,0.0,Credit Card,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com
TT00032,U00048,CR00022,2025-11-19,0.0,Bank Transfer,TC00040,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com
TT00033,U00048,CR00016,2025-03-21,0.0,Bank Transfer,TC00040,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com
TT00034,U00048,CR00037,2025-05-25,0.0,PayPal,TC00040,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com
TT00035,U00048,CR00025,2025-05-08,299.57,Credit Card,TC00040,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com
TT00036,U00055,CR00058,2025-04-29,0.0,Bank Transfer,TC00040,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com
TT00037,U00055,CR00057,2025-05-17,177.34,PayPal,TC00040,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com
TT00038,U00055,CR00014,2025-09-21,0.0,Credit Card,TC00040,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com
TT00039,U00055,CR00016,2025-06-02,0.0,Credit Card,TC00042,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Yolanda Levine,49,Female,Machine Learning,21,4.97,hallandrea,31,Female,michelle73@gmail.com
TT00040,U00055,CR00051,2025-09-14,37.89,PayPal,TC00042,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Yolanda Levine,49,Female,Machine Learning,21,4.97,hallandrea,31,Female,michelle73@gmail.com
TT00041,U00071,CR00025,2025-03-02,299.57,Credit Card,TC00042,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,kevin94,30,Female,gonzalezchristine@hotmail.com
TT00042,U00071,CR00048,2025-03-18,0.0,Bank Transfer,TC00042,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,kevin94,30,Female,gonzalezchristine@hotmail.com
TT00043,U00071,CR00015,2025-10-16,285.05,Bank Transfer,TC00040,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Kimberly Miller,49,Male,Cybersecurity,24,4.58,kevin94,30,Female,gonzalezchristine@hotmail.com
TT00044,U00083,CR00028,2025-12-08,0.78,PayPal,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,james92,16,Male,kconrad@gmail.com
TT00045,U00083,CR00054,2025-09-09,0.0,Bank Transfer,TC00042,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,james92,16,Male,kconrad@gmail.com
TT00046,U00083,CR00044,2025-09-21,119.04,Credit Card,TC00040,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Kimberly Miller,49,Male,Cybersecurity,24,4.58,james92,16,Male,kconrad@gmail.com
TT00047,U00083,CR00040,2025-11-15,327.99,PayPal,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,james92,16,Male,kconrad@gmail.com
TT00048,U00085,CR00035,2025-11-11,0.0,Bank Transfer,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Kimberly Miller,49,Male,Cybersecurity,24,4.58,scottluna,22,Female,adam86@yahoo.com
TT00049,U00085,CR00053,2025-06-15,0.0,Credit Card,TC00040,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Kimberly Miller,49,Male,Cybersecurity,24,4.58,scottluna,22,Female,adam86@yahoo.com
TT00050,U00085,CR00002,2025-03-01,0.0,Credit Card,TC00042,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Yolanda Levine,49,Female,Machine Learning,21,4.97,scottluna,22,Female,adam86@yahoo.com
TT00051,U00109,CR00002,2025-04-26,0.0,PayPal,TC00040,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com
TT00052,U00109,CR00023,2025-02-11,0.0,Credit Card,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com
TT00053,U00109,CR00054,2025-02-21,0.0,Credit Card,TC00040,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com
TT00054,U00112,CR00024,2025-10-21,117.68,PayPal,TC00042,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Yolanda Levine,49,Female,Machine Learning,21,4.97,williamswilliam,34,Female,qmiller@yahoo.com
TT00055,U00112,CR00036,2025-04-07,0.0,PayPal,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com
TT00056,U00112,CR00007,2025-02-22,0.0,PayPal,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com
TT00057,U00112,CR00016,2025-06-05,0.0,Bank Transfer,TC00042,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Yolanda Levine,49,Female,Machine Learning,21,4.97,williamswilliam,34,Female,qmiller@yahoo.com
TT00058,U00112,CR00023,2025-02-25,0.0,PayPal,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com
TT00059,U00117,CR00008,2025-10-15,0.0,PayPal,TC00042,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Yolanda Levine,49,Female,Machine Learning,21,4.97,kristin26,19,Female,megan10@gmail.com
TT00060,U00117,CR00027,2025-08-03,0.0,Credit Card,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,kristin26,19,Female,megan10@gmail.com
TT00061,U00117,CR00001,2025-11-28,472.28,PayPal,TC00040,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,kristin26,19,Female,megan10@gmail.com
TT00062,U00126,CR00060,2025-07-17,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com
TT00063,U00126,CR00036,2025-10-01,0.0,Credit Card,TC00042,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com
TT00064,U00126,CR00050,2025-01-06,490.9,Bank Transfer,TC00042,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com
TT00065,U00126,CR00028,2025-04-16,0.78,Credit Card,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com
TT00066,U00128,CR00027,2025-02-21,0.0,Credit Card,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,misty15,35,Female,thomasharris@yahoo.com
TT00067,U00128,CR00054,2025-12-10,0.0,PayPal,TC00042,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,misty15,35,Female,thomasharris@yahoo.com
TT00068,U00128,CR00050,2025-01-03,490.9,Credit Card,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,misty15,35,Female,thomasharris@yahoo.com
TT00069,U00133,CR00052,2025-06-05,0.0,Credit Card,TC00042,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com
TT00070,U00133,CR00010,2025-07-19,0.0,PayPal,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com
TT00071,U00133,CR00041,2025-10-10,53.86,Credit Card,TC00042,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com
TT00072,U00133,CR00055,2025-07-05,57.32,Credit Card,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,mccarthyscott,21,Male,raymondthomas@gmail.com
TT00073,U00133,CR00004,2025-03-24,0.0,Credit Card,TC00040,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Kimberly Miller,49,Male,Cybersecurity,24,4.58,mccarthyscott,21,Male,raymondthomas@gmail.com
TT00074,U00134,CR00055,2025-02-11,57.32,PayPal,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com
TT00075,U00134,CR00012,2025-12-29,487.92,PayPal,TC00040,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com
TT00076,U00134,CR00030,2025-08-17,0.0,Credit Card,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,syoung,26,Female,kroy@gmail.com
TT00077,U00134,CR00011,2025-10-17,326.02,Credit Card,TC00040,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com
TT00078,U00144,CR00032,2025-12-28,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodgerspaul,24,Female,amy66@hotmail.com
TT00079,U00144,CR00020,2025-10-03,0.0,Credit Card,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodgerspaul,24,Female,amy66@hotmail.com
TT00080,U00144,CR00042,2025-07-13,0.0,Bank Transfer,TC00040,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodgerspaul,24,Female,amy66@hotmail.com
TT00081,U00144,CR00012,2025-03-18,487.92,Credit Card,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodgerspaul,24,Female,amy66@hotmail.com
TT00082,U00147,CR00007,2025-09-02,0.0,PayPal,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,patricklaura,30,Male,barbarapatterson@yahoo.com
TT00083,U00147,CR00021,2025-12-03,0.0,PayPal,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,patricklaura,30,Male,barbarapatterson@yahoo.com
TT00084,U00147,CR00044,2025-09-30,119.04,PayPal,TC00042,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Yolanda Levine,49,Female,Machine Learning,21,4.97,patricklaura,30,Male,barbarapatterson@yahoo.com
TT00085,U00147,CR00001,2025-11-14,472.28,Credit Card,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,patricklaura,30,Male,barbarapatterson@yahoo.com
TT00086,U00149,CR00021,2025-03-11,0.0,Bank Transfer,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jacksonanthony,17,Female,yspencer@gmail.com
TT00087,U00149,CR00032,2025-02-24,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jacksonanthony,17,Female,yspencer@gmail.com
TT00088,U00149,CR00049,2025-07-06,415.51,PayPal,TC00042,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,jacksonanthony,17,Female,yspencer@gmail.com
TT00089,U00152,CR00033,2025-05-12,0.0,Credit Card,TC00040,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hhill,19,Female,keith03@outlook.com
TT00090,U00152,CR00001,2025-11-05,472.28,Credit Card,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,hhill,19,Female,keith03@outlook.com
TT00091,U00152,CR00008,2025-04-20,0.0,PayPal,TC00040,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hhill,19,Female,keith03@outlook.com
TT00092,U00161,CR00024,2025-06-27,117.68,PayPal,TC00040,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Kimberly Miller,49,Male,Cybersecurity,24,4.58,lawrence17,25,Female,tstone@outlook.com
TT00093,U00161,CR00042,2025-03-11,0.0,Bank Transfer,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Yolanda Levine,49,Female,Machine Learning,21,4.97,lawrence17,25,Female,tstone@outlook.com
TT00094,U00161,CR00008,2025-04-16,0.0,Credit Card,TC00042,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Yolanda Levine,49,Female,Machine Learning,21,4.97,lawrence17,25,Female,tstone@outlook.com
TT00095,U00161,CR00054,2025-10-07,0.0,Credit Card,TC00040,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Kimberly Miller,49,Male,Cybersecurity,24,4.58,lawrence17,25,Female,tstone@outlook.com
TT00096,U00166,CR00002,2025-01-03,0.0,Bank Transfer,TC00040,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Kimberly Miller,49,Male,Cybersecurity,24,4.58,campbellkelsey,33,Male,hinesjoshua@gmail.com
TT00097,U00166,CR00004,2025-07-11,0.0,Credit Card,TC00042,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Yolanda Levine,49,Female,Machine Learning,21,4.97,campbellkelsey,33,Male,hinesjoshua@gmail.com
TT00098,U00166,CR00020,2025-12-11,0.0,PayPal,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,campbellkelsey,33,Male,hinesjoshua@gmail.com
TT00099,U00166,CR00018,2025-10-30,0.0,Credit Card,TC00040,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Kimberly Miller,49,Male,Cybersecurity,24,4.58,campbellkelsey,33,Male,hinesjoshua@gmail.com
TT00100,U00169,CR00013,2025-04-20,0.0,PayPal,TC00042,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Yolanda Levine,49,Female,Machine Learning,21,4.97,vasquezjohn,24,Male,youngmaurice@yahoo.com
TT00101,U00169,CR00044,2025-04-29,119.04,Credit Card,TC00040,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vasquezjohn,24,Male,youngmaurice@yahoo.com
TT00102,U00169,CR00034,2025-11-24,394.26,PayPal,TC00040,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vasquezjohn,24,Male,youngmaurice@yahoo.com
TT00103,U00169,CR00027,2025-02-15,0.0,Bank Transfer,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,vasquezjohn,24,Male,youngmaurice@yahoo.com
TT00104,U00173,CR00016,2025-04-03,0.0,Credit Card,TC00040,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,fernando38,31,Male,patriciagarcia@gmail.com
TT00105,U00173,CR00029,2025-07-26,0.0,PayPal,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,fernando38,31,Male,patriciagarcia@gmail.com
TT00106,U00173,CR00048,2025-09-13,0.0,Bank Transfer,TC00042,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,fernando38,31,Male,patriciagarcia@gmail.com
TT00107,U00177,CR00021,2025-11-24,0.0,Bank Transfer,TC00042,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Yolanda Levine,49,Female,Machine Learning,21,4.97,torreschristine,29,Female,adriana95@yahoo.com
TT00108,U00177,CR00006,2025-04-09,276.37,PayPal,TC00040,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,torreschristine,29,Female,adriana95@yahoo.com
TT00109,U00177,CR00060,2025-09-30,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,torreschristine,29,Female,adriana95@yahoo.com
TT00110,U00177,CR00002,2025-03-19,0.0,Bank Transfer,TC00042,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Yolanda Levine,49,Female,Machine Learning,21,4.97,torreschristine,29,Female,adriana95@yahoo.com
TT00111,U00177,CR00055,2025-04-14,57.32,PayPal,TC00042,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,torreschristine,29,Female,adriana95@yahoo.com
TT00112,U00178,CR00021,2025-06-24,0.0,Credit Card,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,gonzaleslisa,20,Male,robertspencer@outlook.com
